Link,Count
wiki/Q_rsqrt,1
wiki/Q_test,1
wiki/QCad,1
wiki/QCIF,1
wiki/Qed_text_editor,1
wiki/QFE,1
wiki/QFF,1
wiki/Q-gram,1
wiki/Qi_(programming_language),1
wiki/Qibla,1
wiki/Qik,1
wiki/Qlibc,1
wiki/Qmodem,1
wiki/Qoph,1
wiki/Qpel,1
wiki/Qrpff,1
wiki/Qt_,1
wiki/Qt_Extended,1
wiki/Qt_version_history,1
wiki/QTI,1
wiki/QtiPlot,1
wiki/Qtractor,1
wiki/Quad_buffering,1
wiki/Quad-edge_data_structure,1
wiki/Quadrant_(plane_geometry),1
wiki/Quadratic_assignment_problem,1
wiki/Quadratic_curve,1
wiki/Quadratic_growth,1
wiki/Quadratic_integer,1
wiki/Quadratic_irrational,1
wiki/Quadratic_time,1
wiki/Quadratic_unconstrained_binary_optimization,1
wiki/Quadrature_(mathematics),1
wiki/Quadrature_filter,1
wiki/Quadric,1
wiki/Quadrilateralized_spherical_cube,1
wiki/Quadrillion,1
wiki/Quagga_(software),1
wiki/Quake_%28video_game%29,1
wiki/Quake_III_engine,1
wiki/Qualcomm_Hexagon,1
wiki/Qualified_Security_Assessor,1
wiki/Qualtrics,1
wiki/Quantico_(TV_series),1
wiki/Quantifier,1
wiki/Quantifier_%28logic%29,1
wiki/Quantifier_(logic),1
wiki/Quantile-quantile_plot,1
wiki/Quantisation_(signal_processing),1
wiki/Quantitative_analyst,1
wiki/Quantitative_precipitation_forecast,1
wiki/Quantization,1
wiki/Quantization_%28music%29,1
wiki/Quantization_matrix,1
wiki/Quantum_(Mozilla),1
wiki/Quantum_algorithm,1
wiki/Quantum_annealing,1
wiki/Quantum_chromodynamics,1
wiki/Quantum_error_correction,1
wiki/Quantum_GIS,1
wiki/Quantum_Group_of_Funds,1
wiki/Quantum_information_science,1
wiki/Quantum_Interference,1
wiki/Quantum_Link,1
wiki/Quantum_mechanics,1
wiki/Quantum_operation,1
wiki/Quantum_tic-tac-toe,1
wiki/Quantum_tunnelling,1
wiki/Quantum_walk,1
wiki/Quark_Framework,1
wiki/QuarkXPress,1
wiki/Quartic_equation,1
wiki/Quarto_%28board_game%29,1
wiki/Quartz,1
wiki/Quartz_2D,1
wiki/Quartz_Compositor,1
wiki/Quasi-likelihood,1
wiki/Quasi-random_sequence,1
wiki/Quasiregular_polyhedron,1
wiki/Quaternions_et_rotation_dans_l,1
wiki/Quaternions_et_rotation_dans_l%27espace,1
wiki/Quattro_Pro,1
wiki/Queen%27s_Guard,1
wiki/Queens_Park%2C_Moonee_Ponds,1
wiki/Quentin_Quire,1
wiki/Queries_per_second,1
wiki/Query,1
wiki/Query%5Fstring,1
wiki/Quest_Software,1
wiki/Question,1
wiki/Queue_automaton,1
wiki/Queue_machine,1
wiki/Queue_management_system,1
wiki/Queueing_model,1
wiki/Queuing_theory,1
wiki/Quex,1
wiki/Quick-and-dirty,1
wiki/QuickBooks,1
wiki/Quickcam,1
wiki/Quickprop,1
wiki/Quicksilver_%28software%29,1
wiki/Quicksilver_(software),1
wiki/Quicksort%20Quicksort,1
wiki/QuickTest_Professional,1
wiki/QuickTime_Broadcaster,1
wiki/QuickView,1
wiki/Quiesce,1
wiki/Quilt_%28software%29,1
wiki/Quine,1
wiki/Quine%27s_paradox,1
wiki/Quine%2DMcCluskey_algorithm,1
wiki/Quis_custodiet_ipsos_custodes,1
wiki/Quiver_(mathematics),1
wiki/Quiverfull,1
wiki/Qumranet,1
wiki/QUnit,1
wiki/Quoridor,1
wiki/Quorum_%28distributed_computing%29,1
wiki/Quotation_marks_in_English,1
wiki/Quotient_filter,1
wiki/Quotient_group,1
wiki/Quotient_monoid,1
wiki/Quotient_of_a_formal_language,1
wiki/Quotient_type,1
wiki/QuoVadis,1
wiki/QVT,1
wiki/QWOP,1
wiki/R%C3%BCckverfolgbarkeit_(Anforderungsmanagement),1
wiki/R._Kent_Dybvig,1
wiki/R/K_selection_theory,1
wiki/R_%28programming%20language%29,1
wiki/R_language,1
wiki/Ra%C3%BAl_Rojas,1
wiki/Rabat,1
wiki/Rabbit_hole,1
wiki/Rabbit_of_Caerbannog,1
wiki/Rabbit_Semiconductor,1
wiki/RabbitMQ%E2%80%8E,1
wiki/Rabin-Karp%5Fstring%5Fsearch%5Falgorithm,1
wiki/Rabin-Miller_primality_test,1
wiki/Race_%28classification_of_human_beings%29,1
wiki/Race_hazard,1
wiki/Racetrack_%28game%29,1
wiki/Racewalking,1
wiki/Rack_(billiards),1
wiki/Rack_unit,1
wiki/Racket_(programming_language),1
wiki/Rackspace_Cloud,1
wiki/Racter,1
wiki/radar,1
wiki/Radar_tracker,1
wiki/RadASM,1
wiki/Radboud_University_Nijmegen,1
wiki/Rademacher_distribution,1
wiki/Radeon_HD_4000_Series,1
wiki/Radeon_HD_7000_Series,1
wiki/Radeon_R300,1
wiki/Radeon_R500,1
wiki/Rader,1
wiki/Rader%27s_FFT_algorithm,1
wiki/Radial_basis_functions,1
wiki/Radial_distribution_function,1
wiki/Radial_menu,1
wiki/Radial_motion,1
wiki/Radial_tree,1
wiki/Radiance,1
wiki/Radical_axis,1
wiki/Radical_of_an_integer,1
wiki/Radio_direction_finder,1
wiki/Radio_fingerprinting,1
wiki/Radio_Network_Controller,1
wiki/Radio_Resource_Control,1
wiki/Radio_spectrum,1
wiki/Radio-controlled_car,1
wiki/Radionavigation-satellite_service,1
wiki/Radiosity,1
wiki/Radiosity_(computer_graphics),1
wiki/Radius_of_curvature_%28mathematics%29,1
wiki/Radix_economy,1
wiki/RADIX-50,1
wiki/RadRails,1
wiki/Rafael_Nadal,1
wiki/Raft_(computer_science),1
wiki/RaftLib,1
wiki/Ragdoll_physics,1
wiki/Ragel,1
wiki/Ragged_array,1
wiki/RAID_1,1
wiki/Raid_5,1
wiki/Raid10,1
wiki/Railgun,1
wiki/RailML,1
wiki/Railway_semaphore_signal,1
wiki/Rain_gauge,1
wiki/Rain_Man,1
wiki/Rainbow,1
wiki/Rainflow-counting_algorithm,1
wiki/Rainforest,1
wiki/Raison_d,1
wiki/Raison_d%27%C3%AAtre,1
wiki/Rajinikanth_filmography,1
wiki/RakNet,1
wiki/Ralf_Brown,1
wiki/Ralph_Merkle,1
wiki/RAM_model,1
wiki/RAM_parity,1
wiki/Ramadan_(calendar_month),1
wiki/Ramasse-miettes_(informatique),1
wiki/Ramberg%E2%80%93Osgood_relationship,1
wiki/RAMDAC,1
wiki/Ramfs,1
wiki/RAML_(software),1
wiki/Ramsey%27s_theorem,1
wiki/Ramsey_theory,1
wiki/Rancher_Labs,1
wiki/Random_effects_model,1
wiki/Random_graph,1
wiki/Random_matrix,1
wiki/Random_minimum_spanning_tree,1
wiki/Random_number,1
wiki/Random_optimization,1
wiki/Random_permutation_statistics,1
wiki/Random_regular_graph,1
wiki/Random_subspace_method,1
wiki/Random_testing,1
wiki/Random_walk_hypothesis,1
wiki/Random_Walker_(Computer_Vision),1
wiki/Random-access_stored-program_machine,1
wiki/Randomizer,1
wiki/Randomness_test,1
wiki/Range,1
wiki/Range_(computer_science),1
wiki/Range_(statistics),1
wiki/Range_of_a_function,1
wiki/Range_query,1
wiki/Range_query_(data_structures),1
wiki/Range_search,1
wiki/Range_voting,1
wiki/Rank_%28computer_programming%29,1
wiki/Rankine_scale,1
wiki/Ranking_(information_retrieval),1
wiki/Ranking_SVM,1
wiki/Rank-nullity_theorem,1
wiki/Rapha,1
wiki/Rapha%C3%ABl_%28JavaScript_library%29,1
wiki/Raphael_Weldon,1
wiki/Rapidly_exploring_random_tree,1
wiki/RapidMiner,1
wiki/RapidQ,1
wiki/Rapidxml,1
wiki/Rappen,1
wiki/Raquel,1
wiki/RAR_%28file_format%29,1
wiki/Rarefaction_%28ecology%29,1
wiki/RAS,1
wiki/Raster_bar,1
wiki/Raster_image,1
wiki/Raster_to_vector,1
wiki/Rastrigin_function,1
wiki/Rata_Die,1
wiki/Ratatouille_(film),1
wiki/Rate_equation,1
wiki/Ratfor,1
wiki/Rathergate,1
wiki/Ratio,1
wiki/Ratio_test,1
wiki/Rational_agent,1
wiki/Rational_Application_Developer,1
wiki/Rational_difference_equation,1
wiki/Rational_MultiVersion_File_System,1
wiki/Rational_sieve,1
wiki/Rational_Software,1
wiki/Rational_Team_Concert,1
wiki/Rational_trigonometry,1
wiki/Ravenscar_profile,1
wiki/Ravioli_code,1
wiki/Raw_mode,1
wiki/Raw_moment,1
wiki/Ray_trace,1
wiki/Ray_tracing_%28physics%29,1
wiki/Ray_transfer_matrix_analysis,1
wiki/Rayleigh_fading,1
wiki/Raymond_Chen_(Microsoft),1
wiki/Raymond_Kurzweil,1
wiki/Razor_and_blades_business_model,1
wiki/RBL,1
wiki/Rb-tree,1
wiki/Rc,1
wiki/RC_oscillator,1
wiki/RC_time_constant,1
wiki/RC4_(cipher),1
wiki/RC6,1
wiki/RCP_%28chip%29,1
wiki/RDF_feed,1
wiki/RDF_query_language,1
wiki/RDFa_Lite,1
wiki/RDFLib,1
wiki/Rdiff,1
wiki/Rdiff-backup,1
wiki/RDMA_over_Converged_Ethernet,1
wiki/RDMS,1
wiki/RDMSR,1
wiki/RDNS,1
wiki/RDP,1
wiki/RDRAM,1
wiki/Reaction_coordinate,1
wiki/Reaction_time,1
wiki/ReactJS,1
wiki/Read_%28system_call%29,1
wiki/Read_(system_call),1
wiki/Read_copy_update,1
wiki/Read_modify_write,1
wiki/Read_only_memory,1
wiki/Read_write_lock_pattern,1
wiki/Readability_test,1
wiki/Readahead,1
wiki/Readers-writers,1
wiki/Reading_%28process%29,1
wiki/Reading_and_Leeds_Festivals_line-ups,1
wiki/Reading_frame,1
wiki/Read-write_lock,1
wiki/Reaktor,1
wiki/Real_closed_field,1
wiki/Real_computation,1
wiki/Real_life,1
wiki/Real_line,1
wiki/Real_Madrid_C.F,1
wiki/Real_Programmer,1
wiki/Real_RAM,1
wiki/Real_time_database,1
wiki/REALbasic,1
wiki/Realizability,1
wiki/Realization_%28linguistics%29,1
wiki/Realization_(linguistics),1
wiki/Realization_(probability),1
wiki/Realization_(systems),1
wiki/Really_Simple_Discovery,1
wiki/Realm_(database),1
wiki/RealPlayer,1
wiki/Realtek,1
wiki/Real-time_computer_graphics,1
wiki/Real-time_database,1
wiki/Real-time_protection,1
wiki/Real-Time_Publish-Subscribe_%28RTPS%29_Protocol,1
wiki/Real-time_Streaming_Protocol,1
wiki/Real-valued_function,1
wiki/RealVideo,1
wiki/Reason_maintenance,1
wiki/Reasoner,1
wiki/REBEL_(chess),1
wiki/REBOL,1
wiki/Reboot_(computing),1
wiki/Rebus,1
wiki/Recall_(information_retrieval),1
wiki/Receiver_operating_characteristic%22Receiver%20operating%20characteristic%22,1
wiki/Receptive_field,1
wiki/Reciprocal_polynomial,1
wiki/Recognition_heuristic,1
wiki/Recoll,1
wiki/Recommender_systems,1
wiki/Reconciliation_(accounting),1
wiki/Record_%28computer_science%29,1
wiki/Record_linkage_problem,1
wiki/Recorder,1
wiki/Record-oriented_filesystem,1
wiki/Recordset,1
wiki/Recovery_time_objective,1
wiki/Recovery-oriented_computing,1
wiki/RECS-80,1
wiki/Rectangular_cuboid,1
wiki/Rectifier,1
wiki/Rectilinear_convexity,1
wiki/Recurrence_quantification_analysis,1
wiki/Recurring_decimal,1
wiki/Recursive_ascent,1
wiki/Recursive_neural_network,1
wiki/Recursive_transition_network,1
wiki/Recursively_enumerable,1
wiki/Recuva,1
wiki/Recycle_Bin_%28Windows%29,1
wiki/RED/BLACK_concept,1
wiki/Red_Book_(audio_Compact_Disc_standard),1
wiki/Red_herring_%28idiom%29,1
wiki/Red_herring_(idiom),1
wiki/Red_pill_and_blue_pill,1
wiki/Red5,1
wiki/Red5_%28media_server%29,1
wiki/Redcode,1
wiki/Redescending_M-estimator,1
wiki/Redex,1
wiki/Redirection%5F%28computing%29,1
wiki/Redirection_,1
wiki/Redirection_%28computing%29%E2%80%8E,1
wiki/Redo_log,1
wiki/Redpill,1
wiki/Redscale,1
wiki/Redshirt_(character),1
wiki/Red-throated_caracara,1
wiki/Reduced_chi-squared_statistic,1
wiki/Reductio_ad_absurdum,1
wiki/Reduction_Operator,1
wiki/Redundancy_(information_theory),1
wiki/Redundant_code,1
wiki/Reed-Solomon,1
wiki/Reed-Solomon-Code,1
wiki/Reengineering_%28software%29,1
wiki/Reentrancy_,1
wiki/Reentrant_%28computing%29,1
wiki/Reentrant_function,1
wiki/Refback,1
wiki/Reference,1
wiki/Reference_,1
wiki/Reference_count,1
wiki/Reference_monitor,1
wiki/Referential_transparency_(computer_science%5C),1
wiki/Referer_http,1
wiki/Reflection_,1
wiki/Reflection_%28programming%29,1
wiki/Reflection_attack,1
wiki/Reflection_principle,1
wiki/Reflective_memory,1
wiki/Reflective_programming,1
wiki/Reflexion_%28Programmierung%29,1
wiki/Reflexive_closure,1
wiki/Reflexive_space,1
wiki/Reflexive_transitive_closure,1
wiki/Reflexivity,1
wiki/Refractive_index,1
wiki/Reframing,1
wiki/Refutation_table,1
wiki/Regierungsbezirk,1
wiki/Region_inference,1
wiki/Region_of_interest,1
wiki/Register_(Computer),1
wiki/Register_spill,1
wiki/Register_spilling,1
wiki/Register_transfer_notation,1
wiki/Registered_memory,1
wiki/Registerware,1
wiki/Registry_cleaner,1
wiki/Regression,1
wiki/Regression_Analysis_of_Time_Series,1
wiki/Regression_model_validation,1
wiki/Regular%5Fexpression,1
wiki/Regular_dodecahedron,1
wiki/Regular_expression%20regular%20expression,1
wiki/Regular_expression_Denial_of_Service_-_ReDoS,1
wiki/Regular_grammarhttps://en.wikipedia.org/wiki/Regular_grammar,1
wiki/Regular_paperfolding_sequence,1
wiki/Regular_tree_grammar,1
wiki/Regularization_%28solid_modeling%29,1
wiki/Regulation_of_Investigatory_Powers_Act_2000,1
wiki/Regulus_Grammar_Compiler,1
wiki/Reification,1
wiki/Reification_%28knowledge_representation%29,1
wiki/Reinventing_the_square_wheel,1
wiki/Reinventing_the_wheel%20%22Reinventing%20the%20wheel%22%20to%20heart,1
wiki/Relabel-to-front_algorithm,1
wiki/Relatime,1
wiki/Relation_%28mathematics%29,1
wiki/Relational_algebras,1
wiki/Relational_modelf,1
wiki/Relative_error,1
wiki/Relative_frequency,1
wiki/Relative_path,1
wiki/Relative_strength_index,1
wiki/Relative_Virtual_Address,1
wiki/Relaxation_%28iterative_method%29,1
wiki/RelaxNG,1
wiki/Relay_attack,1
"wiki/Release_early,_release_often",1
wiki/Reletively_prime,1
wiki/Relevance_%28information_retrieval%29,1
wiki/Reliability,1
"wiki/Reliability,_availability_and_serviceability_%28computer_hardware%29",1
wiki/Reliability_(engineering),1
wiki/Reliability_block_diagram,1
wiki/Reliability_engineering,1
wiki/Reliable_Event_Logging_Protocol,1
wiki/Reliable_messaging,1
wiki/Reliable_system_design,1
wiki/Relief_%28feature_selection%29,1
wiki/Relief_mapping_,1
wiki/Relief_mapping_%28computer_graphics%29,1
wiki/Relocatable_code,1
wiki/Rematerialization,1
wiki/Remember_Me_(Star_Trek:_The_Next_Generation),1
wiki/Remembrance_Day,1
wiki/Remembrance_Day_bombing,1
wiki/Remmina,1
wiki/RemObjects_Software,1
wiki/Remote_Access_Service,1
wiki/Remote_administration_software,1
wiki/Remote_Audio_Output_Protocol,1
wiki/Remote_Bar_Coding_System,1
wiki/Remote_Differential_Compression,1
wiki/Remote_File_System,1
wiki/Remote_Graphics_Software,1
wiki/Remote_Scripting,1
wiki/Remote_SIM_provisioning,1
wiki/RemoteFX,1
wiki/Removable_singularity,1
wiki/Renaissance,1
wiki/Renaissance_Technologies,1
wiki/Rename_%28computing%29,1
wiki/Rename_%28relational_algebra%29,1
wiki/RenderMan_Interface_Specification,1
wiki/RenderMan_Shading_Language,1
wiki/RenderWare,1
wiki/Rendezvous,1
wiki/Rendezvous_%28Plan_9%29,1
wiki/Renesas_Electronics,1
wiki/Renewal_theory,1
wiki/Renyi_entropy,1
wiki/Repair_permissions,1
wiki/Re-parenting_window_manager,1
wiki/Repast_%28modeling_toolkit%29,1
wiki/Repeatability,1
wiki/Repeated_squaring,1
wiki/Replay_system,1
wiki/Reply-To,1
wiki/Report_Generator,1
wiki/Reporting_software,1
wiki/ReportLab,1
wiki/Repository_%28revision_control%29,1
wiki/RepRap_Project,1
wiki/Representable_functor,1
wiki/Representational_State_Transfe,1
wiki/Representations_of_e,1
wiki/Reproducibility,1
wiki/Republic_of_Molossia,1
wiki/Requiem_(Mozart),1
wiki/Requirement,1
wiki/Requirements_elicitation,1
wiki/Research_Unix,1
wiki/ResEdit,1
wiki/Reservation_station,1
wiki/Reserve_duty_%28Israel%29,1
wiki/Reserved_words,1
wiki/Reset-Stylesheet,1
wiki/ReSID,1
wiki/Residence_time_distribution,1
wiki/Resident_Evil_(film_series),1
wiki/Resin_Server,1
wiki/Resolution_%28logic%29,1
wiki/Resolver_%28DNS%29,1
wiki/Resource%20Monitor,1
wiki/Resource%5FAcquisition%5FIs%5FInitialization,1
wiki/Resource_%28Java%29,1
wiki/Resource_(Web),1
wiki/Resource_Access_Control_Facility,1
wiki/Resource_acquisition_is_initialization%20Wikipedia%20article%20on%20RAII,1
wiki/Resource_Acquisition_Is_Initialization%E2%80%8E,1
wiki/Resource_allocation,1
wiki/Resource_allocation_(computer),1
wiki/Resource_Allocation_is_Initialization,1
wiki/Resource_Interchange_File_Forma,1
wiki/Resource_record,1
wiki/Response_surface_methodology,1
wiki/Response_time_(technology),1
wiki/Responsible_disclosure,1
wiki/Responsive_design,1
wiki/Ressort_(m%C3%A9canique_%C3%A9l%C3%A9mentaire),1
wiki/REST_API,1
wiki/RESTEasy,1
wiki/RESTful_API,1
wiki/Restful_URL,1
wiki/Restful_web_service,1
wiki/Restricted_cone_NAT,1
"wiki/Results_of_the_Indian_general_election,_2014",1
wiki/Retail,1
wiki/Retcon,1
wiki/Retract_%28category_theory%29,1
wiki/Retrocomputing,1
wiki/Retroreflector,1
wiki/Return_of_the_Jedi,1
wiki/Return_on_investment,1
wiki/Reuben_sandwich,1
wiki/Reuse_metrics,1
wiki/Reuters_Group,1
wiki/Reuters_Instrument_Code,1
wiki/Reverse%5FDNS,1
wiki/Reverse_dictionary,1
wiki/Reverse_Polish_LISP,1
wiki/Reverse_SMS_billing,1
wiki/Reverse_video,1
wiki/Reversed_Polish_notation,1
wiki/Reversible_process_(thermodynamics),1
wiki/Review_article,1
wiki/Review_Board,1
wiki/Revision_tag,1
wiki/Revolution,1
wiki/ReWire,1
wiki/Reyes_rendering,1
wiki/RFCOMM,1
wiki/RFID,1
wiki/RG_color_space,1
wiki/RGBE_image_format,1
wiki/Rhetorical_question,1
wiki/Rhino%5F%28JavaScript%5Fengine%29,1
wiki/Rhombic_triacontahedron,1
wiki/Rhomboid,1
wiki/Rhomobile,1
wiki/Ricci_calculus,1
wiki/Rice_coding,1
wiki/Rice_theorem,1
wiki/Rich_client_platform,1
wiki/Rich_Communication_Services,1
wiki/Rich_Desktop_Applications/Rich_Internet_Desktop_Applications_(RDA/RIDA),1
wiki/Richard,1
wiki/Richard_Dreyfuss,1
wiki/Richard_O._Duda,1
wiki/Richard_Shelby,1
wiki/Richard_T._Snodgrass,1
wiki/Richardson-Lucy_deconvolution,1
wiki/Richter_magnitude_scale,1
wiki/Rich-text_editor,1
wiki/Rickrolling,1
wiki/Rico_(Ajax),1
wiki/Rico_Rodriguez,1
wiki/Ricoh_5A22,1
wiki/Riddler,1
wiki/Riddley_Walker,1
wiki/Ridit_scoring,1
wiki/RIFF_WAVE,1
wiki/Riffle_shuffle_permutation,1
wiki/Right-_and_left-hand_traffic,1
wiki/Right_ascension,1
wiki/Right_hand_rule,1
wiki/Rights_Expression_Language,1
wiki/Rights_Managed,1
wiki/Rights_Management_Services,1
wiki/RightScale,1
wiki/Rij_van_Fibonacci,1
wiki/Rijndael_Galois_field,1
wiki/Rijnland_Internet_Election_System,1
wiki/Rinderkennzeichnungs-_und_Rindfleischetikettierungs%C3%BCberwachungsaufgaben%C3%BCbertragungsgesetz,1
wiki/Ring_laser_gyroscope,1
wiki/Ring_modulator,1
wiki/Ring_network,1
wiki/Ring_signature,1
wiki/Ring_topology,1
wiki/Ringback_tone,1
wiki/Ringing_tone,1
wiki/RIPEMD-160,1
wiki/Ripple_carry_adder,1
wiki/Ripple_down_rules,1
wiki/RISC,1
wiki/RISC-V,1
wiki/Rise_time,1
wiki/Risk_%28game%29,1
wiki/Risk-free_interest_rate,1
wiki/River_(typography),1
wiki/Riyadh,1
wiki/RL-10_(rocket_engine),1
wiki/RMAN,1
wiki/RMS_power,1
wiki/RMSD,1
wiki/RNA_world_hypothesis,1
wiki/RNA-Seq,1
wiki/RNDIS,1
wiki/RNG,1
wiki/Ro_(kana),1
wiki/Road_59_(Iran),1
wiki/Road_coloring_problem,1
wiki/ROAM,1
wiki/Roaming,1
wiki/Roaming_Profile,1
wiki/Rob_Malda,1
wiki/Robert_Harper_(computer_scientist),1
wiki/Robert_L._Glass,1
wiki/Robert_Love,1
wiki/Robert_Tappan_Morris,1
wiki/Robinson%E2%80%93Schensted_correspondence,1
wiki/Robocall,1
wiki/RoboCop,1
wiki/RoboCup_2D_Soccer_Simulation_League,1
wiki/RoboCup_3D_Soccer_Simulation_Leaguehttp://en.wikipedia.org/wiki/RoboCup_3D_Soccer_Simulation_League,1
wiki/RoboRally,1
wiki/Robot,1
wiki/Robot_localization,1
wiki/Robot_locomotion,1
wiki/Robot_software,1
wiki/Robotfindskitten,1
wiki/Robotic_paradigms,1
wiki/Robotics_simulator,1
wiki/Robotium,1
wiki/Robots_%28BSD_game%29,1
wiki/RobotWar,1
wiki/Robust_optimization,1
wiki/Robustness,1
wiki/Roc_curve,1
wiki/Rocchio_Classification,1
wiki/Rock_and_roll,1
wiki/Rock_Band_%28video_game%29,1
wiki/Rock_music,1
wiki/Rock_processor,1
wiki/Rockbox,1
wiki/Rockchip_RK3288,1
wiki/Rocket_Internet,1
wiki/Rocks_(PHP),1
wiki/Rocks_Cluster_Distribution,1
wiki/Rocky,1
wiki/Rodrigues%27_formula,1
wiki/Roel_Pieper,1
wiki/Roff_(computer_program),1
wiki/Roger_S._Pressman,1
wiki/Rog-O-Matic,1
wiki/Rogue_%28computer_game%29,1
wiki/Rogue_%28video_game%29,1
wiki/Rogue_(video_game),1
wiki/Rohde_%26_Schwarz,1
wiki/Roi_Julian_,1
wiki/Rol_%C3%9Anico_Tributario,1
wiki/Roland_GS,1
wiki/Role-oriented_programming,1
wiki/Role-playing_game,1
wiki/Rollback_%28data_management%29,1
wiki/RollerCoaster_Tycoon_(video_game),1
wiki/Rolling_checksum,1
wiki/Rolling_code,1
wiki/Rolling_release,1
wiki/Rolling_resistance,1
wiki/Rolling_shutter,1
wiki/Rollover_%28web_design%29,1
wiki/Rolodex,1
wiki/ROM_BASIC_programming_language,1
wiki/Roman_calendar,1
wiki/Roman_surface,1
wiki/Roman_Urdu,1
wiki/Romanization%5Fof%5FRussian,1
wiki/Romanization_of_Arabic,1
wiki/Romanization_of_Japanese,1
wiki/Romanize,1
wiki/Romberg,1
wiki/Romcc,1
wiki/Rome,1
wiki/Ron_Rivest,1
wiki/Ronald_Dale_Harris,1
wiki/Ronald_J._Williams,1
wiki/Ronald_Oaxaca,1
wiki/Roofline_model,1
wiki/Room_101,1
wiki/Room_641A,1
wiki/Room_synchronization,1
wiki/Root_cause,1
wiki/Root_elemen200,1
wiki/Root_nameserver,1
wiki/Root_node,1
wiki/Root_set,1
wiki/Root_system,1
wiki/Root_user,1
wiki/Rootkits,1
wiki/Root-mean-square_error,1
wiki/Root-mean-square_error_of_cross-validation,1
wiki/Rope,1
wiki/Rope%5F%28computer%5Fscience%29,1
wiki/Rope_memory,1
wiki/ROR,1
wiki/RosAsm,1
wiki/Rose_(mathematics),1
wiki/ROSE_compiler_framework,1
wiki/Rose_is_a_rose_is_a_rose_is_a_rose,1
wiki/Rose_Tree,1
wiki/Rosegarden,1
wiki/Rosetta_(software),1
wiki/Roskilde_Festival,1
wiki/Ross_Quinlan,1
wiki/Rossmo%27s_formula,1
wiki/ROT-13,1
wiki/ROT-47,1
wiki/Rotary_dial,1
wiki/Rotating_reference_frame,1
wiki/Rotation_around_a_fixed_axis,1
wiki/Rotation_group_SO%283%29,1
wiki/Rotation_representation_(mathematics),1
wiki/Rotation_system,1
wiki/Rotational_delay,1
wiki/Rotations_in_4-dimensional_Euclidean_space,1
wiki/Rotokas_alphabet,1
wiki/Rotor_(software_project),1
wiki/Rotoscoping,1
